title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity,license_fee
Doctor Strange in the Multiverse of Madness,7.355,7991,2022-05-04,955775804,126,200000000,96.53,"['Fantasy', 'Action', 'Adventure']",5,150.0,1.0,1.0,1.0,0.4,1638930.96
Brave,7.012,12591,2012-06-21,538983207,93,185000000,58.647,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",4,120.0,0.8675814142048499,0.8675814,0.6940651,0.5205488,1102779.85
X-Men: Days of Future Past,7.5,14433,2014-05-15,747862775,132,250000000,60.194,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.8754338881384593,0.7003471,0.8754339,0.3501736,1509435.33
Doctor Strange,7.427,20935,2016-10-25,676343174,115,180000000,70.535,"['Action', 'Adventure', 'Fantasy']",4,120.0,0.9223110503699402,0.9223111,0.9223111,0.3689244,1255611.81
Barbie,7.279,5074,2023-07-19,1428545028,114,145000000,1069.34,"['Comedy', 'Adventure', 'Fantasy']",4,120.0,1.0,1.0,1.0,0.6,2074254.03
Kung Fu Panda 2,6.968,6365,2011-05-25,665692281,91,150000000,52.793,"['Animation', 'Family']",4,120.0,0.8354077069451369,0.8354077,0.3341631,0.3341631,1170830.74
Man of Steel,6.614,14310,2013-06-12,668045518,143,225000000,44.96,"['Action', 'Adventure', 'Science Fiction']",5,180.0,0.7847970072630746,0.6278376,0.784797,0.3139188,1353654.62
Finding Dory,7.042,11429,2016-06-16,1028570889,97,200000000,26.562,"['Adventure', 'Animation', 'Comedy', 'Family']",4,120.0,0.6051061980651593,0.6051062,0.3630637,0.3630637,1726285.07
Mission: Impossible - Fallout,7.414,7537,2018-07-13,791657398,147,178000000,61.258,"['Action', 'Adventure']",5,180.0,0.8806935352663123,0.8806935,0.8806935,0.3522774,1389188.88
Pirates of the Caribbean: On Stranger Tides,6.538,13126,2011-05-15,1045713802,137,379000000,79.192,"['Adventure', 'Action', 'Fantasy']",5,150.0,0.9555624850881936,0.9555625,0.9555625,0.382225,2176456.56
Minions: The Rise of Gru,7.379,3060,2022-06-29,939628210,87,85000000,81.377,"['Animation', 'Comedy', 'Family']",3,90.0,0.9632645842753692,0.9632646,0.5779588,0.7706117,1343553.85
Maleficent: Mistress of Evil,7.323,5698,2019-10-16,491730089,119,185000000,40.547,"['Family', 'Fantasy', 'Adventure', 'Action']",4,150.0,0.7512545122263831,0.7512545,0.6010036,0.3005018,1046076.11
Jurassic World: Fallen Kingdom,6.548,10431,2018-06-22,1310466296,129,170000000,44.365,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",5,150.0,0.7805159558675493,0.6244128,0.780516,0.3122064,1992559.56
Fast & Furious 6,6.817,10021,2013-05-21,788680968,131,160000000,6.263,"['Action', 'Thriller', 'Crime']",5,150.0,1e-06,6e-07,1e-06,6e-07,1342417.16
Fantastic Beasts and Where to Find Them,7.334,17892,2016-11-16,809342332,132,180000000,46.103,"['Fantasy', 'Adventure', 'Family']",5,150.0,0.7928291844618592,0.7928292,0.6342633,0.3171317,1415210.8
Iron Man 3,6.928,21064,2013-04-18,1215577205,130,200000000,61.06,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.8797232196876363,0.7037786,0.8797232,0.3518893,1950692.65
Alice in Wonderland,6.627,13149,2010-03-03,1025467110,108,200000000,56.345,"['Family', 'Fantasy', 'Adventure']",4,120.0,0.8554173870309354,0.8554174,0.6843339,0.342167,1722560.53
Shrek Forever After,6.351,6751,2010-05-16,752600867,93,165000000,65.35,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",4,120.0,0.8999330590027957,0.8999331,0.7199464,0.5399598,1311121.04
Spider-Man: Homecoming,7.345,20507,2017-07-05,880166924,133,175000000,65.88,"['Action', 'Adventure', 'Science Fiction', 'Drama']",5,150.0,0.9023177139658618,0.7218542,0.9023177,0.5413906,1488200.31
X-Men: The Last Stand,6.406,8988,2006-05-24,459359555,104,210000000,1.071,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",4,120.0,1e-06,8e-07,1e-06,4e-07,1067231.47
The Secret Life of Pets,6.266,7664,2016-06-18,875457937,86,75000000,13.019,"['Adventure', 'Comedy', 'Animation', 'Family']",3,90.0,0.3208193209581068,0.3208193,0.1924916,0.1924916,1242549.52
Star Trek Into Darkness,7.328,8589,2013-05-05,467365246,132,190000000,35.898,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.7106728535678974,0.5685383,0.7106729,0.2842691,1028838.3
Solo: A Star Wars Story,6.563,7904,2018-05-15,392952373,135,250000000,55.759,"['Science Fiction', 'Adventure', 'Action']",5,150.0,0.8522239568175596,0.6817792,0.852224,0.3408896,1083542.85
Jurassic World Dominion,6.787,5225,2022-06-01,1001978080,147,165000000,113.897,"['Adventure', 'Action', 'Science Fiction']",5,180.0,1.0,0.8,1.0,0.4,1610373.7
The Hunger Games: Mockingjay - Part 2,6.9,11557,2015-11-18,653428261,137,160000000,43.902,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.7771355905573918,0.6217085,0.7771356,0.3108542,1180113.91
Hancock,6.345,8953,2008-07-01,629443428,92,150000000,29.808,"['Fantasy', 'Action']",4,120.0,0.6464256450303556,0.6464256,0.6464256,0.2585703,1127332.11
The Jungle Book,6.86,7668,2016-04-07,966550600,106,175000000,33.274,"['Family', 'Adventure', 'Drama', 'Fantasy']",4,120.0,0.6847846348540455,0.5478277,0.5478277,0.4108708,1591860.72
Ant-Man and the Wasp,6.951,12512,2018-07-04,622674139,119,140000000,34.801,"['Action', 'Adventure', 'Science Fiction']",4,150.0,0.7001441287425434,0.5601153,0.7001441,0.2800577,1095208.97
Pirates of the Caribbean: Dead Men Tell No Tales,6.648,11176,2017-05-23,795922298,128,230000000,62.006,"['Adventure', 'Action', 'Fantasy']",5,150.0,0.8843250526945032,0.8843251,0.8843251,0.35373,1519106.76
The Chronicles of Narnia: Prince Caspian,6.616,5916,2008-05-15,419665568,150,225000000,39.516,"['Adventure', 'Family', 'Fantasy']",6,180.0,0.7427672946103492,0.7427673,0.5942138,0.2971069,1055598.68
Justice League,6.098,12263,2017-11-15,657926987,120,300000000,91.091,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.994721739139952,0.7957774,0.9947217,0.3978887,1521512.38
Kong: Skull Island,6.514,9696,2017-03-08,566652812,118,185000000,39.514,"['Action', 'Adventure', 'Fantasy']",4,150.0,0.7427505663837362,0.7427506,0.7427506,0.2971002,1135983.37
Mission: Impossible - Rogue Nation,7.19,8182,2015-07-23,682716636,131,150000000,64.814,"['Action', 'Adventure']",5,150.0,0.8974974166748628,0.8974974,0.8974974,0.358999,1191259.96
Ice Age: Dawn of the Dinosaurs,6.737,7680,2009-06-26,886686817,94,90000000,57.649,"['Animation', 'Comedy', 'Family', 'Adventure']",4,120.0,0.8623805788251361,0.8623806,0.5174283,0.5174283,1292024.18
F9,7.139,6660,2021-05-19,726229501,143,200000000,48.986,"['Action', 'Adventure', 'Crime']",5,180.0,0.8120490988260538,0.6496393,0.8120491,0.4872295,1363475.4
The Lion King,7.1,9325,2019-07-12,1663075401,118,260000000,63.351,"['Adventure', 'Drama', 'Family']",4,150.0,0.8907229446072941,0.7125784,0.7125784,0.7125784,2631690.48
Aladdin,7.114,9441,2019-05-22,1054304000,127,183000000,69.615,"['Adventure', 'Fantasy', 'Romance', 'Family']",5,150.0,0.9184887992146692,0.734791,0.734791,0.5510933,1716364.8
Wonder Woman,7.236,18954,2017-05-30,822854286,141,149000000,54.628,"['Action', 'Adventure', 'Fantasy']",5,180.0,0.8459432058203166,0.8459432,0.8459432,0.3383773,1357025.14
Star Wars: The Last Jedi,6.825,14312,2017-12-13,1332698830,152,200000000,47.241,"['Adventure', 'Action', 'Science Fiction']",6,180.0,0.8005872281757467,0.6404698,0.8005872,0.3202349,2091238.6
World War Z,6.807,14409,2013-06-20,531865000,116,200000000,55.042,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",4,150.0,0.8482605117671276,0.5089563,0.8482605,0.5089563,1130238.0
War of the Worlds,6.496,7728,2005-06-28,603873119,117,132000000,40.932,"['Adventure', 'Thriller', 'Science Fiction']",4,150.0,0.7543559622699217,0.4526136,0.754356,0.3017424,1053447.74
The Hobbit: The Battle of the Five Armies,7.309,13301,2014-12-10,956019788,144,250000000,94.048,"['Action', 'Adventure', 'Fantasy']",5,180.0,1.0,1.0,1.0,0.4,1759223.75
The Hunger Games: Catching Fire,7.4,16182,2013-11-15,865011746,146,130000000,49.864,"['Adventure', 'Action', 'Science Fiction']",5,180.0,0.8176287442696483,0.654103,0.8176287,0.3270515,1362014.1
Ralph Breaks the Internet,7.2,6999,2018-11-20,529323962,112,175000000,49.649,"['Family', 'Animation', 'Comedy', 'Adventure']",4,120.0,0.8162736061389719,0.8162736,0.4897642,0.4897642,1067188.75
Indiana Jones and the Dial of Destiny,6.679,1748,2023-06-28,382891104,155,294700000,579.252,"['Adventure', 'Action']",6,180.0,1.0,1.0,1.0,0.4,1178749.32
Captain Marvel,6.843,14657,2019-03-06,1131416446,124,152000000,50.399,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.8209700376790526,0.656776,0.82097,0.328388,1734499.74
Pirates of the Caribbean: Dead Man's Chest,7.346,14868,2006-07-06,1065659812,151,200000000,69.403,"['Adventure', 'Fantasy', 'Action']",6,180.0,0.9175993410763902,0.9175993,0.9175993,0.3670397,1770791.77
Furious 7,7.238,9988,2015-04-01,1515341399,137,190000000,62.276,"['Action', 'Thriller', 'Crime']",5,150.0,0.885622835591261,0.5313737,0.8856228,0.5313737,2286409.68
Cars 2,6.08,7115,2011-06-11,559852396,106,200000000,72.036,"['Animation', 'Family', 'Adventure', 'Comedy']",4,120.0,0.9284193302418936,0.9284193,0.5570516,0.5570516,1163822.88
Transformers: Age of Extinction,5.92,7581,2014-06-25,1104054072,165,210000000,57.581,"['Science Fiction', 'Action', 'Adventure']",6,180.0,0.8620222285148218,0.6896178,0.8620222,0.3448089,1840864.89
Men in Black 3,6.51,9675,2012-05-23,624026776,106,225000000,35.497,"['Action', 'Comedy', 'Science Fiction']",4,120.0,0.7068708471551548,0.5654967,0.7068708,0.4241225,1300832.13
Frozen II,7.272,9060,2019-11-20,1450026933,103,150000000,70.221,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",4,120.0,0.9210133207422128,0.9210133,0.7368107,0.552608,2112032.32
Transformers: The Last Knight,6.059,5727,2017-06-16,605425157,154,217000000,44.968,"['Action', 'Adventure', 'Science Fiction']",6,180.0,0.7848540931244149,0.6278833,0.7848541,0.3139416,1259310.19
Superman Returns,5.738,3859,2006-06-28,391081192,154,270000000,31.188,"['Science Fiction', 'Action', 'Adventure']",6,180.0,0.6623304899815919,0.5298644,0.6623305,0.2649322,1129297.43
Madagascar 3: Europe's Most Wanted,6.606,5658,2012-06-06,746921274,93,145000000,38.66,"['Animation', 'Family', 'Comedy', 'Adventure']",4,120.0,0.7355107175502307,0.7355107,0.4413064,0.4413064,1256305.53
Fantastic Beasts: The Crimes of Grindelwald,6.876,10203,2018-11-14,654855901,134,200000000,29.783,"['Fantasy', 'Adventure', 'Family']",5,150.0,0.6461291234941966,0.6461291,0.5169033,0.2584516,1277827.08
Batman v Superman: Dawn of Justice,5.952,17081,2016-03-23,873637528,152,250000000,78.589,"['Action', 'Adventure', 'Fantasy']",6,180.0,0.9533916773822058,0.9533917,0.9533917,0.3813567,1660365.03
Spider-Man 3,6.398,13098,2007-05-01,894983373,139,258000000,61.149,"['Fantasy', 'Action', 'Adventure']",5,150.0,0.8801598443010724,0.8801598,0.8801598,0.3520639,1705180.05
X-Men: Apocalypse,6.513,12215,2016-05-18,543934787,144,178000000,45.544,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",5,180.0,0.7889318345953802,0.6311455,0.7889318,0.3155727,1091921.74
I Am Legend,7.201,14675,2007-12-12,585410052,101,150000000,59.815,"['Drama', 'Science Fiction', 'Thriller']",4,120.0,0.8735330053394286,0.3494132,0.873533,0.5241198,1074492.06
Troy,7.146,9376,2004-05-13,497409852,163,175000000,55.474,"['Adventure', 'History', 'War', 'Action']",6,180.0,0.8506560122955937,0.6805248,0.6805248,0.6805248,1028891.82
Jumanji: Welcome to the Jungle,6.827,12796,2017-12-09,995339117,119,90000000,26.669,"['Adventure', 'Action', 'Comedy', 'Fantasy']",4,150.0,0.6065667105206766,0.6065667,0.6065667,0.36394,1422406.94
The Hunger Games: Mockingjay - Part 1,6.796,14725,2014-11-19,755356711,123,125000000,85.889,"['Science Fiction', 'Adventure', 'Thriller']",5,150.0,0.9784084022656624,0.587045,0.9784084,0.3913634,1218428.05
Madagascar: Escape 2 Africa,6.488,6371,2008-10-30,603900354,89,150000000,61.944,"['Family', 'Adventure', 'Animation', 'Comedy']",3,90.0,0.8840260734229856,0.8840261,0.5304156,0.5304156,1096680.42
The Twilight Saga: Eclipse,6.214,8226,2010-06-23,698491347,124,68000000,55.604,"['Adventure', 'Fantasy', 'Drama', 'Romance']",5,150.0,0.8513724305224866,0.6810979,0.8513724,0.6810979,1013389.62
Fast Five,7.251,7581,2011-04-20,626137675,130,125000000,8.589,"['Action', 'Thriller', 'Crime']",5,150.0,0.1281078359316498,0.0768647,0.1281078,0.0768647,1063365.21
The Amazing Spider-Man 2,6.498,12349,2014-04-16,708962323,141,200000000,73.319,"['Action', 'Adventure', 'Fantasy']",5,180.0,0.933519610837854,0.9335196,0.9335196,0.3734078,1342754.79
Dunkirk,7.456,15464,2017-07-19,527000000,107,150000000,34.529,"['War', 'Action', 'Drama']",4,120.0,0.6974699372486451,0.418482,0.5579759,0.5579759,1004400.0
Spectre,6.533,9893,2015-10-26,880674609,148,245000000,33.598,"['Action', 'Adventure', 'Thriller']",5,180.0,0.6881156030151729,0.5504925,0.6881156,0.2752462,1656809.53
Black Panther,7.39,21053,2018-02-13,1349926083,135,200000000,43.665,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.7753882674797583,0.6203106,0.7753883,0.3101553,2111911.3
Fast X,7.265,3881,2023-05-17,704709660,142,340000000,1175.267,"['Action', 'Crime', 'Thriller']",5,180.0,1.0,0.6,1.0,0.6,1673651.59
Gravity,7.162,14463,2013-10-03,723192705,91,105000000,31.024,"['Science Fiction', 'Thriller', 'Drama']",4,120.0,0.6604865357362456,0.2641946,0.6604865,0.3962919,1131831.25
The Little Mermaid,6.536,2148,2023-05-18,569244557,135,250000000,353.543,"['Adventure', 'Family', 'Fantasy', 'Romance']",5,150.0,1.0,0.8,0.8,0.6,1295093.47
Maleficent,7.09,12477,2014-05-28,758539785,97,180000000,51.055,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",4,120.0,0.8250083088786918,0.6600066,0.6600066,0.495005,1354247.74
The Meg,6.256,7018,2018-08-09,530517320,113,150000000,101.431,"['Action', 'Science Fiction', 'Horror']",4,120.0,1.0,0.6,1.0,0.4,1008620.78
Shrek the Third,6.287,8318,2007-05-17,813367380,93,160000000,60.817,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",4,120.0,0.87852713523155,0.8785271,0.7028217,0.5271163,1372040.86
Iron Man 2,6.835,19756,2010-04-28,623933331,124,200000000,84.445,"['Adventure', 'Action', 'Science Fiction']",5,150.0,0.9736682105865636,0.7789346,0.9736682,0.3894673,1240720.0
Star Wars: The Rise of Skywalker,6.365,9047,2019-12-18,1074144248,142,250000000,89.699,"['Adventure', 'Action', 'Science Fiction']",5,180.0,0.9904684063287734,0.7923747,0.9904684,0.3961874,1900973.1
Kung Fu Panda,7.24,10503,2008-06-04,631744560,90,130000000,52.866,"['Action', 'Adventure', 'Animation', 'Family', 'Comedy']",4,120.0,0.8358353226655122,0.8358353,0.6686683,0.5015012,1082093.47
Avengers: Age of Ultron,7.276,21754,2015-04-22,1405403694,141,365000000,96.565,"['Action', 'Adventure', 'Science Fiction']",5,180.0,1.0,0.8,1.0,0.4,2574484.43
Captain America: Civil War,7.4,21541,2016-04-27,1155046416,147,250000000,70.741,"['Adventure', 'Action', 'Science Fiction']",5,180.0,0.9231586328030276,0.7385269,0.9231586,0.3692635,1998055.7
2012,5.819,11300,2009-10-10,791217826,158,200000000,51.914,"['Action', 'Adventure', 'Science Fiction']",6,180.0,0.8302013406618054,0.6641611,0.8302013,0.3320805,1441461.39
Beauty and the Beast,6.967,14871,2017-03-16,1266115964,129,160000000,56.226,"['Family', 'Fantasy', 'Romance']",5,150.0,0.8547721775745272,0.6838177,0.6838177,0.6838177,1915339.16
Transformers,6.8,10477,2007-06-27,709709780,143,150000000,10.172,"['Adventure', 'Science Fiction', 'Action']",5,180.0,0.2091729537428635,0.1673384,0.209173,0.0836692,1223651.74
Dawn of the Planet of the Apes,7.306,10321,2014-06-26,710644566,130,170000000,59.336,"['Science Fiction', 'Action', 'Drama', 'Thriller']",5,150.0,0.871109497052972,0.5226657,0.8711095,0.5226657,1272773.48
Suicide Squad,5.909,20097,2016-08-03,746846894,123,175000000,35.356,"['Action', 'Adventure', 'Fantasy']",5,150.0,0.7055213493087149,0.7055213,0.7055213,0.2822085,1328216.27
Jurassic World,6.682,19414,2015-06-06,1671537444,124,150000000,54.089,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",5,150.0,0.8428939186276252,0.6743151,0.8428939,0.3371576,2377844.93
The Croods,6.913,6607,2013-03-15,587204668,98,135000000,38.079,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy', 'Action']",4,120.0,0.7304716082410841,0.7304716,0.5843773,0.438283,1040645.6
Spider-Man,7.279,17653,2002-05-01,821708551,121,139000000,63.478,"['Fantasy', 'Action']",5,150.0,0.891318519467599,0.8913185,0.8913185,0.3565274,1331650.26
Godzilla,6.289,8360,2014-05-14,529076069,123,160000000,44.153,"['Action', 'Drama', 'Science Fiction']",5,150.0,0.7789735453167824,0.4673841,0.7789735,0.4673841,1030891.28
Transformers: Dark of the Moon,6.183,7736,2011-06-28,1123794079,154,195000000,10.499,"['Action', 'Science Fiction', 'Adventure']",6,180.0,0.223916212301381,0.179133,0.2239162,0.0895665,1828552.89
Jumanji: The Next Level,6.931,7932,2019-12-04,801693929,123,125000000,38.772,"['Adventure', 'Comedy', 'Fantasy']",5,150.0,0.7364713802948881,0.7364714,0.7364714,0.4418828,1274032.71
Fast & Furious Presents: Hobbs & Shaw,6.867,6618,2019-08-01,760098996,137,200000000,70.691,"['Action', 'Adventure', 'Comedy']",5,150.0,0.9229531838254196,0.9229532,0.9229532,0.5537719,1404118.8
Quantum of Solace,6.314,7317,2008-10-29,589580482,106,200000000,33.985,"['Adventure', 'Action', 'Thriller', 'Crime']",4,120.0,0.6920425233205654,0.553634,0.6920425,0.4152255,1199496.58
Thor: Love and Thunder,6.517,6510,2022-07-06,760928081,119,250000000,117.087,"['Fantasy', 'Action', 'Comedy']",4,150.0,1.0,1.0,1.0,0.6,1525113.7
The Twilight Saga: Breaking Dawn - Part 2,6.468,8352,2012-11-13,829747654,115,120000000,60.798,"['Adventure', 'Fantasy', 'Drama', 'Romance']",4,120.0,0.8784333693137576,0.7027467,0.8784334,0.7027467,1295697.18
Minions,6.395,9969,2015-06-17,1156730962,91,74000000,26.414,"['Family', 'Animation', 'Adventure', 'Comedy']",4,120.0,0.6030739156633206,0.6030739,0.3618443,0.3618443,1577677.15
Star Wars: Episode II - Attack of the Clones,6.6,12288,2002-05-15,649398328,142,120000000,42.55,"['Adventure', 'Action', 'Science Fiction']",5,180.0,0.7670084772979835,0.6136068,0.7670085,0.3068034,1079277.99
The Hobbit: An Unexpected Journey,7.339,17356,2012-12-12,1021103568,169,250000000,83.524,"['Adventure', 'Fantasy', 'Action']",6,210.0,0.9705935642364268,0.9705936,0.9705936,0.3882374,1837324.28
Skyfall,7.227,14466,2012-10-24,1142471295,143,200000000,33.456,"['Action', 'Adventure', 'Thriller']",5,180.0,0.6866606515849645,0.5493285,0.6866607,0.2746643,1862965.55
Spider-Man: Far From Home,7.447,14495,2019-06-28,1131927996,129,160000000,49.913,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.8179365896537087,0.6543493,0.8179366,0.3271746,1754313.6
King Kong,6.869,7297,2005-12-12,562363449,187,207000000,35.331,"['Adventure', 'Drama', 'Action']",7,210.0,0.7052813823302418,0.5642251,0.7052814,0.4231688,1183636.14
Star Wars: The Force Awakens,7.293,18352,2015-12-15,2068223624,136,245000000,66.772,"['Adventure', 'Action', 'Science Fiction']",5,150.0,0.9062790461419176,0.7250232,0.906279,0.3625116,3081868.35
The Da Vinci Code,6.721,8646,2006-05-17,767820459,149,125000000,30.602,"['Thriller', 'Mystery']",5,180.0,0.6556855783497132,0.2622742,0.6556856,0.5245485,1233384.55
Deadpool 2,7.492,16324,2018-05-10,785896609,120,110000000,66.096,"['Action', 'Comedy', 'Adventure']",5,150.0,0.9032829057885218,0.9032829,0.9032829,0.5419697,1219075.93
Indiana Jones and the Kingdom of the Crystal Skull,5.998,7629,2008-05-21,786636033,122,185000000,47.907,"['Adventure', 'Action']",5,150.0,0.8050220575028597,0.8050221,0.8050221,0.3220088,1399963.24
Black Panther: Wakanda Forever,7.193,5475,2022-11-09,859102154,162,250000000,131.897,"['Action', 'Adventure', 'Science Fiction']",6,180.0,1.0,0.8,1.0,0.4,1642922.58
Frozen,7.2,15520,2013-11-20,1274219009,102,150000000,85.794,"['Animation', 'Family', 'Adventure', 'Fantasy']",4,120.0,0.9780995060790668,0.9780995,0.5868597,0.3912398,1901062.81
Venom,6.826,14724,2018-09-28,856085151,112,116000000,48.649,"['Science Fiction', 'Action']",4,120.0,0.8098748842968919,0.6478999,0.8098749,0.32395,1317702.18
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.126,9808,2005-12-07,745013115,143,180000000,123.542,"['Adventure', 'Family', 'Fantasy']",5,180.0,1.0,1.0,0.8,0.4,1338015.74
Ant-Man and the Wasp: Quantumania,6.431,4009,2023-02-15,476071180,125,200000000,173.694,"['Action', 'Adventure', 'Science Fiction']",5,150.0,1.0,0.8,1.0,0.4,1063285.42
Toy Story 4,7.5,9093,2019-06-19,1073394593,100,175000000,61.083,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",4,120.0,0.879836129381903,0.8798361,0.7038689,0.5279017,1720073.51
The Flash,6.898,2959,2023-06-13,268375616,144,300000000,480.393,"['Action', 'Adventure', 'Science Fiction']",5,180.0,1.0,0.8,1.0,0.4,1054050.74
The Fate of the Furious,6.887,9719,2017-04-12,1236005118,136,250000000,56.124,"['Action', 'Crime', 'Thriller']",5,150.0,0.8542178145976311,0.5125307,0.8542178,0.5125307,2095206.14
