ID,Date-Time,Channel,Action,Movie Title,Viewerships
2024-10-01 16:00:00_Own Channel_Show Movie,2024-10-01 16:00:00,Own Channel,Show Movie,The Twilight Saga: Eclipse,
2024-10-01 16:00:00_Own Channel_Sell Adslot,2024-10-01 16:00:00,Own Channel,Sell Adslot,,214542
2024-10-01 16:30:00_Own Channel_Show Movie,2024-10-01 16:30:00,Own Channel,Show Movie,The Twilight Saga: Eclipse,
2024-10-01 16:30:00_Own Channel_Sell Adslot,2024-10-01 16:30:00,Own Channel,Sell Adslot,,221093
2024-10-01 17:00:00_Own Channel_Show Movie,2024-10-01 17:00:00,Own Channel,Show Movie,The Twilight Saga: Eclipse,
2024-10-01 17:00:00_Own Channel_Sell Adslot,2024-10-01 17:00:00,Own Channel,Sell Adslot,,225569
2024-10-01 17:30:00_Own Channel_Show Movie,2024-10-01 17:30:00,Own Channel,Show Movie,The Twilight Saga: Eclipse,
2024-10-01 17:30:00_Own Channel_Sell Adslot,2024-10-01 17:30:00,Own Channel,Sell Adslot,,227690
2024-10-01 18:00:00_Own Channel_Show Movie,2024-10-01 18:00:00,Own Channel,Show Movie,Kung Fu Panda,
2024-10-01 18:00:00_Own Channel_Sell Adslot,2024-10-01 18:00:00,Own Channel,Sell Adslot,,459752
2024-10-01 18:30:00_Own Channel_Show Movie,2024-10-01 18:30:00,Own Channel,Show Movie,Kung Fu Panda,
2024-10-01 18:30:00_Own Channel_Sell Adslot,2024-10-01 18:30:00,Own Channel,Sell Adslot,,456879
2024-10-01 19:00:00_Own Channel_Show Movie,2024-10-01 19:00:00,Own Channel,Show Movie,Kung Fu Panda,
2024-10-01 19:00:00_Own Channel_Sell Adslot,2024-10-01 19:00:00,Own Channel,Sell Adslot,,452402
2024-10-01 19:30:00_Own Channel_Show Movie,2024-10-01 19:30:00,Own Channel,Show Movie,Kung Fu Panda,
2024-10-01 19:30:00_Own Channel_Sell Adslot,2024-10-01 19:30:00,Own Channel,Sell Adslot,,446910
2024-10-01 20:00:00_Own Channel_Show Movie,2024-10-01 20:00:00,Own Channel,Show Movie,Maleficent,
2024-10-01 20:00:00_Own Channel_Sell Adslot,2024-10-01 20:00:00,Own Channel,Sell Adslot,,304557
2024-10-01 20:30:00_Own Channel_Show Movie,2024-10-01 20:30:00,Own Channel,Show Movie,Maleficent,
2024-10-01 20:30:00_Own Channel_Sell Adslot,2024-10-01 20:30:00,Own Channel,Sell Adslot,,299210
2024-10-01 21:00:00_Own Channel_Show Movie,2024-10-01 21:00:00,Own Channel,Show Movie,Maleficent,
2024-10-01 21:00:00_Own Channel_Sell Adslot,2024-10-01 21:00:00,Own Channel,Sell Adslot,,293857
2024-10-01 21:30:00_Own Channel_Show Movie,2024-10-01 21:30:00,Own Channel,Show Movie,Maleficent,
2024-10-01 21:30:00_Own Channel_Sell Adslot,2024-10-01 21:30:00,Own Channel,Sell Adslot,,288578
2024-10-01 22:00:00_Own Channel_Show Movie,2024-10-01 22:00:00,Own Channel,Show Movie,Despicable Me 3,
2024-10-01 22:00:00_Own Channel_Sell Adslot,2024-10-01 22:00:00,Own Channel,Sell Adslot,,877980
2024-10-01 22:30:00_Own Channel_Show Movie,2024-10-01 22:30:00,Own Channel,Show Movie,Despicable Me 3,
2024-10-01 22:30:00_Own Channel_Sell Adslot,2024-10-01 22:30:00,Own Channel,Sell Adslot,,873889
2024-10-01 23:00:00_Own Channel_Show Movie,2024-10-01 23:00:00,Own Channel,Show Movie,Despicable Me 3,
2024-10-01 23:00:00_Own Channel_Sell Adslot,2024-10-01 23:00:00,Own Channel,Sell Adslot,,869868
2024-10-01 23:30:00_Own Channel_Show Movie,2024-10-01 23:30:00,Own Channel,Show Movie,Despicable Me 3,
2024-10-01 23:30:00_Own Channel_Sell Adslot,2024-10-01 23:30:00,Own Channel,Sell Adslot,,866226
2024-10-01 12:20:00_Channel 0_Advertise Movie,2024-10-01 12:20:00,Channel 0,Advertise Movie,The Twilight Saga: Eclipse,
2024-10-01 12:50:00_Channel 0_Advertise Movie,2024-10-01 12:50:00,Channel 0,Advertise Movie,Despicable Me 3,
2024-10-01 13:50:00_Channel 0_Advertise Movie,2024-10-01 13:50:00,Channel 0,Advertise Movie,Despicable Me 3,
2024-10-01 17:00:00_Channel 0_Advertise Movie,2024-10-01 17:00:00,Channel 0,Advertise Movie,Despicable Me 3,
2024-10-01 17:30:00_Channel 0_Advertise Movie,2024-10-01 17:30:00,Channel 0,Advertise Movie,Despicable Me 3,
2024-10-01 18:00:00_Channel 0_Advertise Movie,2024-10-01 18:00:00,Channel 0,Advertise Movie,Kung Fu Panda,
2024-10-01 09:40:00_Channel 1_Advertise Movie,2024-10-01 09:40:00,Channel 1,Advertise Movie,The Twilight Saga: Eclipse,
2024-10-01 13:50:00_Channel 1_Advertise Movie,2024-10-01 13:50:00,Channel 1,Advertise Movie,The Twilight Saga: Eclipse,
2024-10-01 14:55:00_Channel 1_Advertise Movie,2024-10-01 14:55:00,Channel 1,Advertise Movie,Despicable Me 3,
2024-10-01 15:25:00_Channel 1_Advertise Movie,2024-10-01 15:25:00,Channel 1,Advertise Movie,Despicable Me 3,
2024-10-01 16:30:00_Channel 1_Advertise Movie,2024-10-01 16:30:00,Channel 1,Advertise Movie,Maleficent,
2024-10-01 17:00:00_Channel 1_Advertise Movie,2024-10-01 17:00:00,Channel 1,Advertise Movie,Maleficent,
2024-10-01 17:30:00_Channel 1_Advertise Movie,2024-10-01 17:30:00,Channel 1,Advertise Movie,Kung Fu Panda,
2024-10-01 18:00:00_Channel 1_Advertise Movie,2024-10-01 18:00:00,Channel 1,Advertise Movie,Despicable Me 3,
2024-10-01 19:05:00_Channel 1_Advertise Movie,2024-10-01 19:05:00,Channel 1,Advertise Movie,Despicable Me 3,
2024-10-01 19:35:00_Channel 1_Advertise Movie,2024-10-01 19:35:00,Channel 1,Advertise Movie,Despicable Me 3,
2024-10-01 21:10:00_Channel 1_Advertise Movie,2024-10-01 21:10:00,Channel 1,Advertise Movie,Despicable Me 3,
2024-10-01 21:45:00_Channel 1_Advertise Movie,2024-10-01 21:45:00,Channel 1,Advertise Movie,Despicable Me 3,
2024-10-01 07:05:00_Channel 2_Advertise Movie,2024-10-01 07:05:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 07:35:00_Channel 2_Advertise Movie,2024-10-01 07:35:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 08:05:00_Channel 2_Advertise Movie,2024-10-01 08:05:00,Channel 2,Advertise Movie,Kung Fu Panda,
2024-10-01 08:35:00_Channel 2_Advertise Movie,2024-10-01 08:35:00,Channel 2,Advertise Movie,The Twilight Saga: Breaking Dawn - Part 2,
2024-10-01 09:10:00_Channel 2_Advertise Movie,2024-10-01 09:10:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 10:10:00_Channel 2_Advertise Movie,2024-10-01 10:10:00,Channel 2,Advertise Movie,Spider-Man,
2024-10-01 10:40:00_Channel 2_Advertise Movie,2024-10-01 10:40:00,Channel 2,Advertise Movie,The Twilight Saga: Breaking Dawn - Part 2,
2024-10-01 13:15:00_Channel 2_Advertise Movie,2024-10-01 13:15:00,Channel 2,Advertise Movie,The Twilight Saga: Eclipse,
2024-10-01 14:20:00_Channel 2_Advertise Movie,2024-10-01 14:20:00,Channel 2,Advertise Movie,Kung Fu Panda,
2024-10-01 15:20:00_Channel 2_Advertise Movie,2024-10-01 15:20:00,Channel 2,Advertise Movie,Kung Fu Panda,
2024-10-01 15:50:00_Channel 2_Advertise Movie,2024-10-01 15:50:00,Channel 2,Advertise Movie,Kung Fu Panda,
2024-10-01 16:55:00_Channel 2_Advertise Movie,2024-10-01 16:55:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 17:25:00_Channel 2_Advertise Movie,2024-10-01 17:25:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 17:55:00_Channel 2_Advertise Movie,2024-10-01 17:55:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 18:25:00_Channel 2_Advertise Movie,2024-10-01 18:25:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 20:00:00_Channel 2_Advertise Movie,2024-10-01 20:00:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 20:30:00_Channel 2_Advertise Movie,2024-10-01 20:30:00,Channel 2,Advertise Movie,Despicable Me 3,
2024-10-01 21:35:00_Channel 2_Advertise Movie,2024-10-01 21:35:00,Channel 2,Advertise Movie,Despicable Me 3,
