ID,Date-Time,Channel,Action,Movie Title,Viewerships
2024-10-07 08:30:00_Own Channel_Show Movie,2024-10-07 08:30:00,Own Channel,Show Movie,The Amazing Spider-Man,
2024-10-07 08:30:00_Own Channel_Sell Adslot,2024-10-07 08:30:00,Own Channel,Sell Adslot,,972190
2024-10-07 09:00:00_Own Channel_Show Movie,2024-10-07 09:00:00,Own Channel,Show Movie,The Amazing Spider-Man,
2024-10-07 09:00:00_Own Channel_Sell Adslot,2024-10-07 09:00:00,Own Channel,Sell Adslot,,970403
2024-10-07 09:30:00_Own Channel_Show Movie,2024-10-07 09:30:00,Own Channel,Show Movie,Doctor Strange,
2024-10-07 09:30:00_Own Channel_Sell Adslot,2024-10-07 09:30:00,Own Channel,Sell Adslot,,226280
2024-10-07 10:00:00_Own Channel_Show Movie,2024-10-07 10:00:00,Own Channel,Show Movie,Doctor Strange,
2024-10-07 10:00:00_Own Channel_Sell Adslot,2024-10-07 10:00:00,Own Channel,Sell Adslot,,229258
2024-10-07 10:30:00_Own Channel_Show Movie,2024-10-07 10:30:00,Own Channel,Show Movie,Doctor Strange,
2024-10-07 10:30:00_Own Channel_Sell Adslot,2024-10-07 10:30:00,Own Channel,Sell Adslot,,233608
2024-10-07 11:00:00_Own Channel_Show Movie,2024-10-07 11:00:00,Own Channel,Show Movie,Doctor Strange,
2024-10-07 11:00:00_Own Channel_Sell Adslot,2024-10-07 11:00:00,Own Channel,Sell Adslot,,238873
2024-10-07 11:30:00_Own Channel_Show Movie,2024-10-07 11:30:00,Own Channel,Show Movie,The Hunger Games: Mockingjay - Part 1,
2024-10-07 11:30:00_Own Channel_Advertise Movie,2024-10-07 11:30:00,Own Channel,Advertise Movie,The Twilight Saga: Breaking Dawn - Part 1,
2024-10-07 12:00:00_Own Channel_Show Movie,2024-10-07 12:00:00,Own Channel,Show Movie,The Hunger Games: Mockingjay - Part 1,
2024-10-07 12:00:00_Own Channel_Sell Adslot,2024-10-07 12:00:00,Own Channel,Sell Adslot,,467824
2024-10-07 12:30:00_Own Channel_Show Movie,2024-10-07 12:30:00,Own Channel,Show Movie,The Hunger Games: Mockingjay - Part 1,
2024-10-07 12:30:00_Own Channel_Advertise Movie,2024-10-07 12:30:00,Own Channel,Advertise Movie,The Little Mermaid,
2024-10-07 13:00:00_Own Channel_Show Movie,2024-10-07 13:00:00,Own Channel,Show Movie,The Hunger Games: Mockingjay - Part 1,
2024-10-07 13:00:00_Own Channel_Sell Adslot,2024-10-07 13:00:00,Own Channel,Sell Adslot,,483456
2024-10-07 13:30:00_Own Channel_Show Movie,2024-10-07 13:30:00,Own Channel,Show Movie,The Hunger Games: Mockingjay - Part 1,
2024-10-07 13:30:00_Own Channel_Sell Adslot,2024-10-07 13:30:00,Own Channel,Sell Adslot,,492131
2024-10-07 14:00:00_Own Channel_Show Movie,2024-10-07 14:00:00,Own Channel,Show Movie,The Little Mermaid,
2024-10-07 14:00:00_Own Channel_Sell Adslot,2024-10-07 14:00:00,Own Channel,Sell Adslot,,255521
2024-10-07 14:30:00_Own Channel_Advertise Movie,2024-10-07 14:30:00,Own Channel,Advertise Movie,Iron Man 2,
2024-10-07 14:30:00_Own Channel_Show Movie,2024-10-07 14:30:00,Own Channel,Show Movie,The Little Mermaid,
2024-10-07 15:00:00_Own Channel_Advertise Movie,2024-10-07 15:00:00,Own Channel,Advertise Movie,Iron Man 2,
2024-10-07 15:00:00_Own Channel_Show Movie,2024-10-07 15:00:00,Own Channel,Show Movie,The Little Mermaid,
2024-10-07 15:30:00_Own Channel_Advertise Movie,2024-10-07 15:30:00,Own Channel,Advertise Movie,Iron Man 2,
2024-10-07 15:30:00_Own Channel_Show Movie,2024-10-07 15:30:00,Own Channel,Show Movie,The Little Mermaid,
2024-10-07 16:00:00_Own Channel_Advertise Movie,2024-10-07 16:00:00,Own Channel,Advertise Movie,Iron Man 2,
2024-10-07 16:00:00_Own Channel_Show Movie,2024-10-07 16:00:00,Own Channel,Show Movie,The Little Mermaid,
2024-10-07 16:30:00_Own Channel_Show Movie,2024-10-07 16:30:00,Own Channel,Show Movie,Iron Man 2,
2024-10-07 16:30:00_Own Channel_Sell Adslot,2024-10-07 16:30:00,Own Channel,Sell Adslot,,644065
2024-10-07 17:00:00_Own Channel_Show Movie,2024-10-07 17:00:00,Own Channel,Show Movie,Iron Man 2,
2024-10-07 17:00:00_Own Channel_Sell Adslot,2024-10-07 17:00:00,Own Channel,Sell Adslot,,649444
2024-10-07 17:30:00_Own Channel_Show Movie,2024-10-07 17:30:00,Own Channel,Show Movie,Iron Man 2,
2024-10-07 17:30:00_Own Channel_Sell Adslot,2024-10-07 17:30:00,Own Channel,Sell Adslot,,652357
2024-10-07 18:00:00_Own Channel_Show Movie,2024-10-07 18:00:00,Own Channel,Show Movie,Iron Man 2,
2024-10-07 18:00:00_Own Channel_Sell Adslot,2024-10-07 18:00:00,Own Channel,Sell Adslot,,652765
2024-10-07 18:30:00_Own Channel_Show Movie,2024-10-07 18:30:00,Own Channel,Show Movie,Iron Man 2,
2024-10-07 18:30:00_Own Channel_Advertise Movie,2024-10-07 18:30:00,Own Channel,Advertise Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 19:00:00_Own Channel_Show Movie,2024-10-07 19:00:00,Own Channel,Show Movie,The Twilight Saga: Breaking Dawn - Part 1,
2024-10-07 19:00:00_Own Channel_Advertise Movie,2024-10-07 19:00:00,Own Channel,Advertise Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 19:30:00_Own Channel_Show Movie,2024-10-07 19:30:00,Own Channel,Show Movie,The Twilight Saga: Breaking Dawn - Part 1,
2024-10-07 19:30:00_Own Channel_Advertise Movie,2024-10-07 19:30:00,Own Channel,Advertise Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 20:00:00_Own Channel_Show Movie,2024-10-07 20:00:00,Own Channel,Show Movie,The Twilight Saga: Breaking Dawn - Part 1,
2024-10-07 20:00:00_Own Channel_Advertise Movie,2024-10-07 20:00:00,Own Channel,Advertise Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 20:30:00_Own Channel_Show Movie,2024-10-07 20:30:00,Own Channel,Show Movie,The Twilight Saga: Breaking Dawn - Part 1,
2024-10-07 20:30:00_Own Channel_Advertise Movie,2024-10-07 20:30:00,Own Channel,Advertise Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 21:00:00_Own Channel_Show Movie,2024-10-07 21:00:00,Own Channel,Show Movie,The Twilight Saga: Breaking Dawn - Part 1,
2024-10-07 21:00:00_Own Channel_Advertise Movie,2024-10-07 21:00:00,Own Channel,Advertise Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 21:30:00_Own Channel_Show Movie,2024-10-07 21:30:00,Own Channel,Show Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 21:30:00_Own Channel_Sell Adslot,2024-10-07 21:30:00,Own Channel,Sell Adslot,,1000000
2024-10-07 22:00:00_Own Channel_Show Movie,2024-10-07 22:00:00,Own Channel,Show Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 22:00:00_Own Channel_Sell Adslot,2024-10-07 22:00:00,Own Channel,Sell Adslot,,1000000
2024-10-07 22:30:00_Own Channel_Show Movie,2024-10-07 22:30:00,Own Channel,Show Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 22:30:00_Own Channel_Sell Adslot,2024-10-07 22:30:00,Own Channel,Sell Adslot,,1000000
2024-10-07 23:00:00_Own Channel_Show Movie,2024-10-07 23:00:00,Own Channel,Show Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 23:00:00_Own Channel_Sell Adslot,2024-10-07 23:00:00,Own Channel,Sell Adslot,,1000000
2024-10-07 23:30:00_Own Channel_Show Movie,2024-10-07 23:30:00,Own Channel,Show Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-07 23:30:00_Own Channel_Sell Adslot,2024-10-07 23:30:00,Own Channel,Sell Adslot,,1000000
2024-10-06 16:45:00_Channel 0_Advertise Movie,2024-10-06 16:45:00,Channel 0,Advertise Movie,The Hunger Games: Mockingjay - Part 1,
2024-10-06 17:45:00_Channel 0_Advertise Movie,2024-10-06 17:45:00,Channel 0,Advertise Movie,The Hunger Games: Mockingjay - Part 1,
2024-10-06 14:05:00_Channel 1_Advertise Movie,2024-10-06 14:05:00,Channel 1,Advertise Movie,Fast & Furious Presents: Hobbs & Shaw,
2024-10-05 10:50:00_Channel 2_Advertise Movie,2024-10-05 10:50:00,Channel 2,Advertise Movie,Spider-Man: Homecoming,
2024-10-05 11:20:00_Channel 2_Advertise Movie,2024-10-05 11:20:00,Channel 2,Advertise Movie,Spider-Man: Homecoming,
2024-10-05 11:50:00_Channel 2_Advertise Movie,2024-10-05 11:50:00,Channel 2,Advertise Movie,Spider-Man: Homecoming,
2024-10-05 12:20:00_Channel 2_Advertise Movie,2024-10-05 12:20:00,Channel 2,Advertise Movie,Spider-Man: Homecoming,
2024-10-05 13:25:00_Channel 2_Advertise Movie,2024-10-05 13:25:00,Channel 2,Advertise Movie,The Little Mermaid,
2024-10-05 13:55:00_Channel 2_Advertise Movie,2024-10-05 13:55:00,Channel 2,Advertise Movie,The Little Mermaid,
